Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Product_Name,Quantity,Discount,Sales,Profit
ORD-01164,2024-04-15,2024-04-18,Standard Class,CUST-152,Customer 169,Home Office,North,Ohio,City4,Office Supplies,Storage,Product Storage 164,5,0,157.5,38.43
ORD-01165,2024-12-22,2024-12-28,Standard Class,CUST-197,Customer 317,Corporate,South,Florida,City2,Office Supplies,Storage,Product Storage 165,1,0.05,30.91,5.46
ORD-01166,2024-01-26,2024-01-31,Standard Class,CUST-275,Customer 194,Home Office,North,Illinois,City1,Office Supplies,Storage,Product Storage 166,2,0,80.23,19.64
ORD-01167,2023-07-14,2023-07-21,Standard Class,CUST-278,Customer 343,Corporate,West,California,City1,Office Supplies,Binders,Product Binders 167,1,0.05,19.65,4.2
ORD-01168,2023-05-22,2023-05-25,Standard Class,CUST-118,Customer 193,Consumer,West,California,City3,Technology,Phones,Product Phones 168,3,0.15,1767.42,272.48
ORD-01169,2023-12-16,2023-12-17,Standard Class,CUST-301,Customer 334,Consumer,South,Florida,City4,Office Supplies,Storage,Product Storage 169,4,0,119.91,29.64
ORD-01170,2023-05-20,2023-05-25,Standard Class,CUST-304,Customer 106,Corporate,West,California,City2,Office Supplies,Binders,Product Binders 170,1,0.1,18.59,3.38
ORD-01171,2024-08-27,2024-08-28,Standard Class,CUST-158,Customer 140,Consumer,West,Washington,City4,Office Supplies,Storage,Product Storage 171,3,0,92.31,20.58
ORD-01172,2023-07-26,2023-08-01,Standard Class,CUST-162,Customer 150,Corporate,West,California,City2,Office Supplies,Paper,Product Paper 172,4,0.1,46.58,12
ORD-01173,2024-08-24,2024-08-25,Standard Class,CUST-191,Customer 307,Home Office,East,New York,City2,Furniture,Tables,Product Tables 173,4,0.05,1875.7,155.37
ORD-01174,2023-12-03,2023-12-05,Standard Class,CUST-200,Customer 278,Corporate,South,Texas,City1,Furniture,Tables,Product Tables 174,4,0,1571.16,143.7
ORD-01175,2023-03-26,2023-03-30,Standard Class,CUST-211,Customer 240,Consumer,East,New York,City2,Technology,Accessories,Product Accessories 175,5,0.15,463.53,68.14
ORD-01176,2024-09-12,2024-09-15,Standard Class,CUST-243,Customer 237,Consumer,East,New York,City3,Office Supplies,Storage,Product Storage 176,1,0,34.9,6.71
ORD-01177,2024-05-07,2024-05-14,Standard Class,CUST-337,Customer 312,Consumer,West,Washington,City4,Office Supplies,Binders,Product Binders 177,5,0.1,92.7,19.78
ORD-01178,2024-11-09,2024-11-14,Standard Class,CUST-254,Customer 142,Corporate,West,California,City2,Technology,Phones,Product Phones 178,5,0.1,2920.95,413.75
ORD-01179,2023-06-04,2023-06-08,Standard Class,CUST-253,Customer 198,Corporate,East,New York,City1,Furniture,Bookcases,Product Bookcases 179,4,0,1131.15,87.39
ORD-01180,2024-07-18,2024-07-22,Standard Class,CUST-273,Customer 227,Corporate,South,Texas,City3,Furniture,Bookcases,Product Bookcases 180,2,0.05,484.13,36.81
ORD-01181,2023-05-30,2023-06-04,Standard Class,CUST-150,Customer 342,Corporate,West,Washington,City3,Technology,Machines,Product Machines 181,1,0.05,570.7,86.34
ORD-01182,2024-07-09,2024-07-12,Standard Class,CUST-341,Customer 116,Consumer,South,Texas,City1,Technology,Accessories,Product Accessories 182,2,0,214.83,34.35
ORD-01183,2023-02-15,2023-02-21,Standard Class,CUST-148,Customer 315,Consumer,South,Texas,City4,Technology,Phones,Product Phones 183,5,0.15,3013.32,453.23
ORD-01184,2023-02-12,2023-02-14,Standard Class,CUST-164,Customer 117,Corporate,North,Illinois,City1,Office Supplies,Binders,Product Binders 184,1,0.05,15.12,3.6
ORD-01185,2024-12-19,2024-12-20,Standard Class,CUST-348,Customer 219,Home Office,West,California,City4,Furniture,Bookcases,Product Bookcases 185,2,0.1,449.72,42.07
ORD-01186,2023-08-29,2023-09-04,Standard Class,CUST-104,Customer 248,Consumer,North,Ohio,City3,Office Supplies,Paper,Product Paper 186,1,0,12.38,2.76
ORD-01187,2023-01-11,2023-01-12,Standard Class,CUST-231,Customer 227,Home Office,North,Illinois,City1,Furniture,Tables,Product Tables 187,2,0.05,871.21,57.14
ORD-01188,2024-12-02,2024-12-09,Standard Class,CUST-104,Customer 247,Corporate,North,Ohio,City2,Office Supplies,Paper,Product Paper 188,4,0,50.9,10.91
ORD-01189,2023-05-18,2023-05-19,Standard Class,CUST-130,Customer 197,Consumer,East,New York,City4,Office Supplies,Storage,Product Storage 189,4,0,148.4,33.65
ORD-01190,2023-12-22,2023-12-26,Standard Class,CUST-322,Customer 275,Home Office,East,New York,City4,Furniture,Chairs,Product Chairs 190,2,0,413.23,31.16
ORD-01191,2024-11-23,2024-11-29,Standard Class,CUST-316,Customer 174,Corporate,South,Texas,City3,Furniture,Tables,Product Tables 191,1,0,431.97,40.47
ORD-01192,2024-12-29,2025-01-02,Standard Class,CUST-179,Customer 107,Consumer,West,California,City2,Technology,Phones,Product Phones 192,1,0.1,672.38,111.17
ORD-01193,2023-05-23,2023-05-26,Standard Class,CUST-189,Customer 108,Corporate,East,Pennsylvania,City3,Furniture,Tables,Product Tables 193,3,0.15,1020.01,70.95
ORD-01194,2024-12-25,2024-12-30,Standard Class,CUST-233,Customer 156,Home Office,South,Texas,City3,Furniture,Tables,Product Tables 194,1,0.05,436.68,32.57
ORD-01195,2024-11-11,2024-11-18,Standard Class,CUST-300,Customer 230,Corporate,North,Illinois,City3,Technology,Phones,Product Phones 195,1,0,645.08,88.15
ORD-01196,2024-08-02,2024-08-05,Standard Class,CUST-349,Customer 218,Home Office,West,California,City2,Furniture,Bookcases,Product Bookcases 196,1,0,279.91,26.13
ORD-01197,2024-10-21,2024-10-24,Standard Class,CUST-347,Customer 237,Corporate,East,New York,City4,Technology,Phones,Product Phones 197,5,0,3049.49,508.39
ORD-01198,2024-03-30,2024-04-02,Standard Class,CUST-116,Customer 302,Consumer,North,Ohio,City1,Office Supplies,Paper,Product Paper 198,1,0.15,9.8,2.5
ORD-01199,2024-01-12,2024-01-16,Standard Class,CUST-242,Customer 123,Corporate,East,New York,City1,Office Supplies,Paper,Product Paper 199,2,0,24.72,5.78
ORD-01200,2023-05-09,2023-05-13,Standard Class,CUST-193,Customer 298,Home Office,North,Ohio,City4,Office Supplies,Paper,Product Paper 200,4,0.05,49.26,8.84
ORD-01201,2023-09-14,2023-09-17,Standard Class,CUST-165,Customer 172,Corporate,East,New York,City2,Office Supplies,Binders,Product Binders 201,2,0,32.29,7.96
ORD-01202,2023-07-10,2023-07-14,Standard Class,CUST-102,Customer 268,Consumer,North,Ohio,City3,Furniture,Bookcases,Product Bookcases 202,3,0,889.44,57.64
ORD-01203,2023-09-02,2023-09-05,Standard Class,CUST-312,Customer 199,Consumer,West,Washington,City2,Office Supplies,Paper,Product Paper 203,1,0.1,9.18,2.03
ORD-01204,2024-02-02,2024-02-05,Standard Class,CUST-172,Customer 278,Consumer,North,Ohio,City3,Technology,Accessories,Product Accessories 204,1,0,103.59,15.79
ORD-01205,2023-06-09,2023-06-15,Standard Class,CUST-132,Customer 241,Corporate,East,Pennsylvania,City3,Office Supplies,Paper,Product Paper 205,4,0.05,50.73,12.64
ORD-01206,2023-03-23,2023-03-27,Standard Class,CUST-233,Customer 114,Home Office,South,Florida,City2,Office Supplies,Binders,Product Binders 206,1,0,19.5,4.35
ORD-01207,2023-07-31,2023-08-02,Standard Class,CUST-268,Customer 213,Corporate,West,Washington,City2,Office Supplies,Paper,Product Paper 207,4,0,51.85,11.83
ORD-01208,2023-06-06,2023-06-08,Standard Class,CUST-238,Customer 297,Home Office,East,Pennsylvania,City1,Technology,Accessories,Product Accessories 208,4,0,350.3,42.57
ORD-01209,2024-02-22,2024-02-27,Standard Class,CUST-309,Customer 130,Home Office,East,Pennsylvania,City3,Office Supplies,Paper,Product Paper 209,4,0,53.15,11.19
ORD-01210,2023-04-02,2023-04-09,Standard Class,CUST-169,Customer 276,Consumer,North,Ohio,City4,Technology,Machines,Product Machines 210,4,0,1852.78,282.4
ORD-01211,2023-06-22,2023-06-23,Standard Class,CUST-265,Customer 107,Corporate,East,New York,City1,Furniture,Tables,Product Tables 211,3,0.05,1460.42,124.22
ORD-01212,2024-07-01,2024-07-07,Standard Class,CUST-102,Customer 221,Consumer,West,Washington,City1,Furniture,Chairs,Product Chairs 212,1,0.05,227.6,17.01
ORD-01213,2024-08-01,2024-08-08,Standard Class,CUST-249,Customer 200,Home Office,East,New York,City3,Technology,Phones,Product Phones 213,2,0.15,1252.66,191.92
ORD-01214,2023-06-13,2023-06-18,Standard Class,CUST-248,Customer 253,Consumer,East,New York,City2,Office Supplies,Storage,Product Storage 214,5,0.15,150.57,32.2
ORD-01215,2024-04-01,2024-04-06,Standard Class,CUST-271,Customer 262,Corporate,South,Texas,City2,Furniture,Bookcases,Product Bookcases 215,2,0.15,426.25,29.4
ORD-01216,2024-08-11,2024-08-13,Standard Class,CUST-269,Customer 168,Corporate,West,Washington,City1,Office Supplies,Storage,Product Storage 216,4,0,148.08,30.36
ORD-01217,2024-12-12,2024-12-16,Standard Class,CUST-107,Customer 318,Corporate,West,Washington,City2,Technology,Machines,Product Machines 217,4,0.05,1919.57,317.07
ORD-01218,2024-02-10,2024-02-17,Standard Class,CUST-307,Customer 331,Corporate,West,California,City4,Office Supplies,Binders,Product Binders 218,3,0,54.47,11.46
ORD-01219,2023-02-28,2023-03-07,Standard Class,CUST-323,Customer 309,Consumer,North,Ohio,City1,Technology,Phones,Product Phones 219,2,0,1277.41,219.09
ORD-01220,2023-05-27,2023-05-31,Standard Class,CUST-275,Customer 213,Corporate,West,Washington,City2,Furniture,Tables,Product Tables 220,5,0,2273.11,169.84
ORD-01221,2023-05-29,2023-06-05,Standard Class,CUST-237,Customer 185,Consumer,North,Ohio,City4,Furniture,Tables,Product Tables 221,5,0,2262.57,167.11
ORD-01222,2023-05-27,2023-06-03,Standard Class,CUST-129,Customer 195,Corporate,South,Texas,City4,Office Supplies,Storage,Product Storage 222,5,0,176.65,31.9
ORD-01223,2023-02-12,2023-02-13,Standard Class,CUST-330,Customer 303,Corporate,South,Florida,City3,Technology,Machines,Product Machines 223,3,0.1,1522.29,225.37
ORD-01224,2023-07-07,2023-07-14,Standard Class,CUST-230,Customer 141,Home Office,South,Florida,City1,Technology,Accessories,Product Accessories 224,1,0.05,102.29,12.86
ORD-01225,2024-01-29,2024-02-03,Standard Class,CUST-303,Customer 189,Consumer,South,Florida,City4,Furniture,Chairs,Product Chairs 225,5,0.05,1152.22,87.31
ORD-01226,2024-02-13,2024-02-18,Standard Class,CUST-191,Customer 301,Home Office,North,Illinois,City2,Furniture,Bookcases,Product Bookcases 226,4,0.15,1024.04,80.43
ORD-01227,2023-09-16,2023-09-19,Standard Class,CUST-318,Customer 102,Home Office,East,New York,City4,Technology,Accessories,Product Accessories 227,5,0,411.68,51.4
ORD-01228,2023-04-22,2023-04-25,Standard Class,CUST-204,Customer 338,Corporate,North,Ohio,City4,Technology,Accessories,Product Accessories 228,2,0,164.37,20.27
ORD-01229,2023-08-29,2023-09-02,Standard Class,CUST-216,Customer 300,Home Office,South,Texas,City4,Office Supplies,Binders,Product Binders 229,4,0,78.26,14.54
ORD-01230,2023-01-07,2023-01-12,Standard Class,CUST-224,Customer 333,Consumer,West,California,City3,Office Supplies,Storage,Product Storage 230,2,0.1,58.22,14.75
ORD-01231,2023-06-06,2023-06-12,Standard Class,CUST-186,Customer 159,Consumer,South,Florida,City1,Furniture,Tables,Product Tables 231,1,0,471.96,34.75
ORD-01232,2023-04-25,2023-04-30,Standard Class,CUST-271,Customer 246,Home Office,South,Texas,City3,Office Supplies,Paper,Product Paper 232,1,0,10.94,2.62
ORD-01233,2024-01-07,2024-01-11,Standard Class,CUST-280,Customer 292,Consumer,North,Illinois,City3,Technology,Machines,Product Machines 233,1,0,594.32,84.93
ORD-01234,2024-01-14,2024-01-21,Standard Class,CUST-294,Customer 158,Consumer,North,Ohio,City3,Technology,Phones,Product Phones 234,4,0,2741.42,463.21
ORD-01235,2023-03-19,2023-03-24,Standard Class,CUST-121,Customer 318,Consumer,West,California,City4,Office Supplies,Paper,Product Paper 235,2,0,22.25,5.39
ORD-01236,2023-07-26,2023-07-31,Standard Class,CUST-327,Customer 239,Consumer,East,Pennsylvania,City1,Furniture,Chairs,Product Chairs 236,4,0.05,838.3,71.17
ORD-01237,2023-07-18,2023-07-20,Standard Class,CUST-195,Customer 144,Consumer,West,Washington,City2,Furniture,Tables,Product Tables 237,5,0,2311.82,165.82
ORD-01238,2023-06-04,2023-06-07,Standard Class,CUST-212,Customer 264,Consumer,South,Florida,City1,Furniture,Tables,Product Tables 238,5,0.05,1901.74,173.74
ORD-01239,2024-04-29,2024-05-01,Standard Class,CUST-331,Customer 344,Corporate,West,Washington,City2,Technology,Machines,Product Machines 239,1,0,590.22,87.35
ORD-01240,2024-05-26,2024-05-27,Standard Class,CUST-267,Customer 214,Consumer,South,Florida,City1,Office Supplies,Paper,Product Paper 240,2,0,22.23,4.9
ORD-01241,2024-04-14,2024-04-18,Standard Class,CUST-117,Customer 165,Corporate,South,Florida,City4,Technology,Phones,Product Phones 241,2,0,1260.85,201.79
ORD-01242,2023-10-11,2023-10-17,Standard Class,CUST-172,Customer 348,Home Office,North,Ohio,City2,Furniture,Tables,Product Tables 242,1,0.1,400.6,34.05
ORD-01243,2024-05-25,2024-05-30,Standard Class,CUST-284,Customer 331,Consumer,West,California,City3,Office Supplies,Paper,Product Paper 243,5,0.1,46.52,8.61
ORD-01244,2023-06-16,2023-06-22,Standard Class,CUST-169,Customer 201,Corporate,West,California,City4,Technology,Phones,Product Phones 244,2,0,1315.27,230.26
ORD-01245,2023-10-16,2023-10-19,Standard Class,CUST-181,Customer 332,Home Office,North,Ohio,City1,Office Supplies,Binders,Product Binders 245,3,0.1,52.43,9.99
ORD-01246,2023-08-17,2023-08-19,Standard Class,CUST-249,Customer 240,Consumer,North,Illinois,City4,Office Supplies,Binders,Product Binders 246,3,0.1,52.15,13.48
ORD-01247,2024-04-02,2024-04-06,Standard Class,CUST-188,Customer 201,Home Office,South,Texas,City3,Technology,Accessories,Product Accessories 247,1,0,107.37,13.39
ORD-01248,2024-03-04,2024-03-05,Standard Class,CUST-325,Customer 321,Consumer,North,Illinois,City1,Furniture,Chairs,Product Chairs 248,3,0,726.4,69.31
ORD-01249,2023-02-05,2023-02-11,Standard Class,CUST-307,Customer 256,Consumer,South,Florida,City1,Technology,Phones,Product Phones 249,4,0.1,2752.01,494.86
ORD-01250,2023-10-19,2023-10-20,Standard Class,CUST-133,Customer 277,Consumer,East,Pennsylvania,City2,Furniture,Bookcases,Product Bookcases 250,4,0.15,1060.51,74.65
ORD-01251,2024-09-10,2024-09-13,Standard Class,CUST-279,Customer 146,Home Office,West,California,City1,Technology,Phones,Product Phones 251,2,0.1,1323.81,222.74
ORD-01252,2023-04-02,2023-04-08,Standard Class,CUST-126,Customer 108,Corporate,North,Ohio,City1,Technology,Machines,Product Machines 252,2,0.1,931.89,162.69
ORD-01253,2023-05-02,2023-05-07,Standard Class,CUST-197,Customer 193,Consumer,South,Florida,City4,Furniture,Tables,Product Tables 253,4,0.05,1549.1,134
ORD-01254,2023-12-25,2023-12-28,Standard Class,CUST-201,Customer 179,Home Office,West,Washington,City4,Technology,Accessories,Product Accessories 254,1,0.1,76.12,11.02
ORD-01255,2023-12-05,2023-12-11,Standard Class,CUST-240,Customer 147,Home Office,North,Ohio,City2,Office Supplies,Binders,Product Binders 255,2,0.05,32.98,6.76
ORD-01256,2023-11-06,2023-11-10,Standard Class,CUST-317,Customer 233,Home Office,West,California,City1,Technology,Machines,Product Machines 256,4,0.05,1792.77,276.09
ORD-01257,2024-01-09,2024-01-11,Standard Class,CUST-107,Customer 241,Corporate,North,Ohio,City3,Technology,Phones,Product Phones 257,4,0,2706.58,379.84
ORD-01258,2024-11-04,2024-11-08,Standard Class,CUST-279,Customer 189,Home Office,North,Ohio,City3,Office Supplies,Storage,Product Storage 258,5,0.1,161.92,35.25
ORD-01259,2023-05-01,2023-05-03,Standard Class,CUST-212,Customer 247,Home Office,South,Florida,City2,Technology,Machines,Product Machines 259,4,0,2031.29,355.57
ORD-01260,2023-12-18,2023-12-25,Standard Class,CUST-246,Customer 150,Corporate,East,New York,City3,Furniture,Bookcases,Product Bookcases 260,1,0.05,263.75,23.5
ORD-01261,2024-09-14,2024-09-16,Standard Class,CUST-319,Customer 115,Consumer,East,New York,City1,Technology,Accessories,Product Accessories 261,3,0.1,290.07,50.77
ORD-01262,2024-02-28,2024-03-04,Standard Class,CUST-161,Customer 161,Consumer,South,Florida,City3,Technology,Accessories,Product Accessories 262,5,0,541.67,87.7
ORD-01263,2024-05-05,2024-05-06,Standard Class,CUST-131,Customer 111,Corporate,North,Illinois,City3,Office Supplies,Paper,Product Paper 263,5,0.1,50.65,9.23
ORD-01264,2023-09-30,2023-10-02,Standard Class,CUST-176,Customer 175,Corporate,South,Florida,City4,Office Supplies,Binders,Product Binders 264,2,0,33.94,8.09
ORD-01265,2024-12-21,2024-12-24,Standard Class,CUST-126,Customer 213,Home Office,East,Pennsylvania,City2,Office Supplies,Binders,Product Binders 265,4,0,78.57,16.71
ORD-01266,2024-01-21,2024-01-23,Standard Class,CUST-317,Customer 321,Consumer,North,Illinois,City2,Office Supplies,Storage,Product Storage 266,3,0,99.57,25.38
ORD-01267,2024-11-13,2024-11-20,Standard Class,CUST-199,Customer 156,Home Office,North,Ohio,City4,Office Supplies,Paper,Product Paper 267,1,0,12.21,2.98
ORD-01268,2024-12-27,2024-12-31,Standard Class,CUST-284,Customer 151,Corporate,East,Pennsylvania,City3,Furniture,Tables,Product Tables 268,3,0.15,1184.14,110.65
ORD-01269,2023-05-31,2023-06-04,Standard Class,CUST-172,Customer 229,Home Office,South,Florida,City2,Technology,Machines,Product Machines 269,1,0,516.31,92.58
ORD-01270,2023-07-02,2023-07-09,Standard Class,CUST-219,Customer 201,Home Office,East,New York,City1,Technology,Accessories,Product Accessories 270,3,0,259.32,42.94
ORD-01271,2024-02-13,2024-02-18,Standard Class,CUST-154,Customer 196,Corporate,North,Ohio,City3,Furniture,Tables,Product Tables 271,4,0.15,1484.16,142.21
ORD-01272,2023-01-11,2023-01-14,Standard Class,CUST-252,Customer 156,Corporate,East,New York,City3,Technology,Machines,Product Machines 272,1,0,524.1,83.91
ORD-01273,2024-01-30,2024-02-02,Standard Class,CUST-286,Customer 326,Home Office,East,New York,City3,Office Supplies,Paper,Product Paper 273,4,0,54.98,12.03
ORD-01274,2023-08-18,2023-08-23,Standard Class,CUST-186,Customer 230,Home Office,West,Washington,City2,Office Supplies,Binders,Product Binders 274,4,0,65.44,15.9
ORD-01275,2023-09-13,2023-09-18,Standard Class,CUST-296,Customer 197,Home Office,East,Pennsylvania,City1,Technology,Accessories,Product Accessories 275,3,0.1,241.35,31.28
ORD-01276,2023-07-19,2023-07-22,Standard Class,CUST-212,Customer 331,Corporate,West,California,City4,Office Supplies,Binders,Product Binders 276,2,0.15,34.28,6.65
ORD-01277,2024-12-21,2024-12-23,Standard Class,CUST-195,Customer 135,Consumer,North,Ohio,City3,Office Supplies,Binders,Product Binders 277,3,0.05,55.61,9.89
ORD-01278,2023-11-16,2023-11-18,Standard Class,CUST-143,Customer 315,Corporate,South,Florida,City3,Technology,Accessories,Product Accessories 278,4,0,415.77,50.26
ORD-01279,2023-09-18,2023-09-23,Standard Class,CUST-329,Customer 118,Consumer,North,Ohio,City4,Office Supplies,Paper,Product Paper 279,2,0,20.94,4.88
ORD-01280,2024-12-13,2024-12-14,Standard Class,CUST-139,Customer 174,Consumer,South,Florida,City1,Furniture,Bookcases,Product Bookcases 280,4,0,1201.58,106.39
ORD-01281,2023-03-21,2023-03-27,Standard Class,CUST-292,Customer 311,Corporate,South,Texas,City4,Furniture,Chairs,Product Chairs 281,2,0,476.28,31.12
ORD-01282,2023-11-07,2023-11-14,Standard Class,CUST-151,Customer 135,Home Office,North,Ohio,City2,Technology,Machines,Product Machines 282,5,0.15,2433.41,364.04
ORD-01283,2024-08-09,2024-08-12,Standard Class,CUST-315,Customer 104,Consumer,West,California,City2,Technology,Phones,Product Phones 283,2,0,1311.65,180.39
ORD-01284,2024-03-16,2024-03-20,Standard Class,CUST-219,Customer 157,Corporate,West,Washington,City4,Technology,Machines,Product Machines 284,4,0.15,1900,257.48
ORD-01285,2023-09-13,2023-09-18,Standard Class,CUST-247,Customer 231,Corporate,East,Pennsylvania,City4,Technology,Phones,Product Phones 285,3,0,1778.97,222.54
ORD-01286,2024-01-25,2024-01-28,Standard Class,CUST-194,Customer 307,Home Office,West,California,City3,Furniture,Tables,Product Tables 286,4,0,1885.95,147.55
ORD-01287,2024-10-25,2024-10-31,Standard Class,CUST-224,Customer 314,Consumer,South,Florida,City3,Technology,Phones,Product Phones 287,4,0.05,2703.21,465.39
ORD-01288,2024-04-08,2024-04-13,Standard Class,CUST-223,Customer 335,Consumer,East,Pennsylvania,City1,Office Supplies,Binders,Product Binders 288,3,0.1,46.33,9.99
ORD-01289,2023-03-13,2023-03-17,Standard Class,CUST-322,Customer 305,Consumer,South,Texas,City1,Furniture,Tables,Product Tables 289,3,0,1416.42,107.85
ORD-01290,2023-05-10,2023-05-12,Standard Class,CUST-183,Customer 126,Corporate,North,Illinois,City4,Office Supplies,Storage,Product Storage 290,2,0.15,65.1,16
ORD-01291,2023-03-10,2023-03-16,Standard Class,CUST-205,Customer 308,Consumer,South,Florida,City2,Technology,Machines,Product Machines 291,3,0,1604.8,279.56
ORD-01292,2023-10-01,2023-10-06,Standard Class,CUST-277,Customer 150,Corporate,East,Pennsylvania,City3,Technology,Machines,Product Machines 292,3,0,1475.96,229.48
ORD-01293,2023-01-21,2023-01-23,Standard Class,CUST-181,Customer 286,Corporate,West,Washington,City2,Technology,Phones,Product Phones 293,5,0.1,2642.04,345.12
ORD-01294,2024-08-09,2024-08-14,Standard Class,CUST-238,Customer 116,Home Office,West,California,City3,Technology,Accessories,Product Accessories 294,5,0.05,404,61.06
ORD-01295,2023-11-27,2023-11-28,Standard Class,CUST-309,Customer 198,Consumer,East,Pennsylvania,City2,Furniture,Bookcases,Product Bookcases 295,1,0.15,207.68,16.92
ORD-01296,2023-04-29,2023-05-02,Standard Class,CUST-194,Customer 304,Corporate,East,New York,City2,Technology,Machines,Product Machines 296,4,0.15,1913.44,330.92
ORD-01297,2023-06-02,2023-06-03,Standard Class,CUST-265,Customer 278,Consumer,East,Pennsylvania,City2,Furniture,Tables,Product Tables 297,5,0,2337.6,157.92
ORD-01298,2023-08-16,2023-08-22,Standard Class,CUST-186,Customer 326,Consumer,North,Illinois,City3,Technology,Accessories,Product Accessories 298,2,0.1,190.91,30.44
ORD-01299,2023-08-22,2023-08-29,Standard Class,CUST-217,Customer 326,Home Office,West,Washington,City3,Furniture,Bookcases,Product Bookcases 299,3,0.1,824.7,72.68
ORD-01300,2024-07-04,2024-07-11,Standard Class,CUST-215,Customer 292,Corporate,West,California,City1,Office Supplies,Binders,Product Binders 300,3,0,59.57,14.7
ORD-01301,2023-03-30,2023-04-02,Standard Class,CUST-177,Customer 225,Corporate,South,Texas,City2,Technology,Phones,Product Phones 301,1,0.15,553.3,84.22
ORD-01302,2024-03-13,2024-03-16,Standard Class,CUST-178,Customer 316,Home Office,North,Ohio,City4,Furniture,Chairs,Product Chairs 302,5,0,1172.73,112.57
ORD-01303,2023-08-21,2023-08-25,Standard Class,CUST-276,Customer 317,Consumer,West,Washington,City2,Furniture,Chairs,Product Chairs 303,2,0.1,380.14,27.83
ORD-01304,2024-12-19,2024-12-20,Standard Class,CUST-329,Customer 113,Corporate,North,Ohio,City2,Furniture,Bookcases,Product Bookcases 304,4,0.05,1148.86,77.21
ORD-01305,2024-03-14,2024-03-19,Standard Class,CUST-139,Customer 321,Home Office,South,Texas,City4,Furniture,Bookcases,Product Bookcases 305,1,0,290.03,20
ORD-01306,2024-04-14,2024-04-16,Standard Class,CUST-158,Customer 165,Consumer,South,Florida,City4,Furniture,Tables,Product Tables 306,2,0,983.45,89.85
ORD-01307,2024-06-28,2024-07-01,Standard Class,CUST-281,Customer 288,Home Office,West,Washington,City1,Furniture,Bookcases,Product Bookcases 307,2,0.15,526.73,34.89
ORD-01308,2023-07-18,2023-07-25,Standard Class,CUST-311,Customer 111,Corporate,North,Illinois,City3,Furniture,Tables,Product Tables 308,4,0,1942.55,153.66
ORD-01309,2024-12-04,2024-12-11,Standard Class,CUST-233,Customer 334,Home Office,East,New York,City2,Office Supplies,Storage,Product Storage 309,2,0.1,56.79,14.06
ORD-01310,2023-07-25,2023-07-29,Standard Class,CUST-255,Customer 141,Consumer,West,California,City3,Office Supplies,Paper,Product Paper 310,3,0.1,34.46,7.96
ORD-01311,2023-07-22,2023-07-28,Standard Class,CUST-232,Customer 344,Home Office,East,Pennsylvania,City2,Technology,Phones,Product Phones 311,2,0,1345.48,182.41
ORD-01312,2024-05-14,2024-05-17,Standard Class,CUST-226,Customer 301,Home Office,North,Illinois,City4,Office Supplies,Storage,Product Storage 312,1,0,37.16,9.5
ORD-01313,2023-11-03,2023-11-05,Standard Class,CUST-234,Customer 254,Home Office,North,Ohio,City3,Office Supplies,Binders,Product Binders 313,4,0.05,64.28,12.38
ORD-01314,2023-07-12,2023-07-19,Standard Class,CUST-111,Customer 238,Home Office,North,Illinois,City3,Furniture,Chairs,Product Chairs 314,5,0,1123.49,79.41
ORD-01315,2024-03-04,2024-03-08,Standard Class,CUST-157,Customer 151,Consumer,North,Illinois,City4,Furniture,Chairs,Product Chairs 315,3,0,571.82,48.66
ORD-01316,2023-12-10,2023-12-17,Standard Class,CUST-324,Customer 220,Corporate,East,Pennsylvania,City4,Office Supplies,Paper,Product Paper 316,4,0,52.57,10.53
ORD-01317,2023-11-07,2023-11-14,Standard Class,CUST-151,Customer 179,Corporate,South,Texas,City2,Office Supplies,Binders,Product Binders 317,5,0.1,71.23,14.84
ORD-01318,2024-07-08,2024-07-12,Standard Class,CUST-315,Customer 251,Home Office,West,California,City4,Office Supplies,Storage,Product Storage 318,2,0.1,64.05,12.81
ORD-01319,2023-12-04,2023-12-05,Standard Class,CUST-187,Customer 184,Home Office,East,Pennsylvania,City2,Furniture,Tables,Product Tables 319,1,0,423.86,30.49
ORD-01320,2024-03-24,2024-03-26,Standard Class,CUST-132,Customer 275,Corporate,East,New York,City1,Office Supplies,Paper,Product Paper 320,4,0,47.34,8.41
ORD-01321,2023-07-01,2023-07-03,Standard Class,CUST-160,Customer 198,Consumer,East,New York,City3,Office Supplies,Binders,Product Binders 321,5,0,97.76,22.09
ORD-01322,2023-07-01,2023-07-05,Standard Class,CUST-314,Customer 200,Corporate,West,California,City3,Technology,Phones,Product Phones 322,5,0,3609.57,551.08
ORD-01323,2024-05-29,2024-05-30,Standard Class,CUST-210,Customer 220,Corporate,North,Ohio,City4,Furniture,Chairs,Product Chairs 323,4,0,924.72,88.69
ORD-01324,2024-09-03,2024-09-04,Standard Class,CUST-291,Customer 142,Corporate,West,California,City1,Office Supplies,Paper,Product Paper 324,2,0.15,17.51,3.58
ORD-01325,2023-12-17,2023-12-24,Standard Class,CUST-293,Customer 324,Home Office,North,Ohio,City4,Technology,Accessories,Product Accessories 325,5,0,450.18,74.16
ORD-01326,2023-09-10,2023-09-14,Standard Class,CUST-134,Customer 219,Corporate,East,New York,City4,Technology,Accessories,Product Accessories 326,4,0.1,350.03,46.82
ORD-01327,2024-05-31,2024-06-07,Standard Class,CUST-239,Customer 168,Home Office,East,Pennsylvania,City1,Technology,Accessories,Product Accessories 327,5,0.05,489.19,83.77
